"","x","y","series"
"1",1995,-1.80065886729967,"Trend"
"2",1995.08333333333,-1.75745802381633,"Trend"
"3",1995.16666666667,-1.71425718033299,"Trend"
"4",1995.25,-1.67105633684965,"Trend"
"5",1995.33333333333,-1.62785549336631,"Trend"
"6",1995.41666666667,-1.58465464988297,"Trend"
"7",1995.5,-1.54145380639963,"Trend"
"8",1995.58333333333,-1.49825296291629,"Trend"
"9",1995.66666666667,-1.45505211943295,"Trend"
"10",1995.75,-1.41185127594961,"Trend"
"11",1995.83333333333,-1.36865043246627,"Trend"
"12",1995.91666666667,-1.32553107945134,"Trend"
"13",1996,-1.28241172643641,"Trend"
"14",1996.08333333333,-1.23929237342148,"Trend"
"15",1996.16666666667,-1.19617302040655,"Trend"
"16",1996.25,-1.15305366739162,"Trend"
"17",1996.33333333333,-1.10993431437669,"Trend"
"18",1996.41666666667,-1.06681496136176,"Trend"
"19",1996.5,-1.02369560834683,"Trend"
"20",1996.58333333333,-0.980576255331902,"Trend"
"21",1996.66666666667,-0.937456902316972,"Trend"
"22",1996.75,-0.898527796729164,"Trend"
"23",1996.83333333333,-0.859598691141358,"Trend"
"24",1996.91666666667,-0.820669585553549,"Trend"
"25",1997,-0.781740479965741,"Trend"
"26",1997.08333333333,-0.742811374377935,"Trend"
"27",1997.16666666667,-0.703882268790126,"Trend"
"28",1997.25,-0.664953163202318,"Trend"
"29",1997.33333333333,-0.62602405761451,"Trend"
"30",1997.41666666667,-0.587094952026703,"Trend"
"31",1997.5,-0.548165846438895,"Trend"
"32",1997.58333333333,-0.512869072581108,"Trend"
"33",1997.66666666667,-0.477572298723318,"Trend"
"34",1997.75,-0.442275524865531,"Trend"
"35",1997.83333333333,-0.406978751007744,"Trend"
"36",1997.91666666667,-0.371681977149956,"Trend"
"37",1998,-0.336385203292167,"Trend"
"38",1998.08333333333,-0.30108842943438,"Trend"
"39",1998.16666666667,-0.265791655576592,"Trend"
"40",1998.25,-0.230494881718803,"Trend"
"41",1998.33333333333,-0.195198107861016,"Trend"
"42",1998.41666666667,-0.157227593566041,"Trend"
"43",1998.5,-0.119257079271069,"Trend"
"44",1998.58333333333,-0.0812865649760948,"Trend"
"45",1998.66666666667,-0.0433160506811205,"Trend"
"46",1998.75,-0.00534553638614632,"Trend"
"47",1998.83333333333,0.0326249779088261,"Trend"
"48",1998.91666666667,0.0705954922038003,"Trend"
"49",1999,0.108566006498775,"Trend"
"50",1999.08333333333,0.146536520793747,"Trend"
"51",1999.16666666667,0.184507035088721,"Trend"
"52",1999.25,0.203676924932459,"Trend"
"53",1999.33333333333,0.222846814776196,"Trend"
"54",1999.41666666667,0.242016704619934,"Trend"
"55",1999.5,0.261186594463672,"Trend"
"56",1999.58333333333,0.28035648430741,"Trend"
"57",1999.66666666667,0.299526374151146,"Trend"
"58",1999.75,0.318696263994884,"Trend"
"59",1999.83333333333,0.337866153838622,"Trend"
"60",1999.91666666667,0.357036043682358,"Trend"
"61",2000,0.376205933526096,"Trend"
"62",2000.08333333333,0.36654803335437,"Trend"
"63",2000.16666666667,0.356890133182642,"Trend"
"64",2000.25,0.347232233010915,"Trend"
"65",2000.33333333333,0.337574332839189,"Trend"
"66",2000.41666666667,0.327916432667463,"Trend"
"67",2000.5,0.318258532495735,"Trend"
"68",2000.58333333333,0.308600632324008,"Trend"
"69",2000.66666666667,0.298942732152282,"Trend"
"70",2000.75,0.289284831980554,"Trend"
"71",2000.83333333333,0.279626931808828,"Trend"
"72",2000.91666666667,0.250878039506953,"Trend"
"73",2001,0.222129147205075,"Trend"
"74",2001.08333333333,0.193380254903198,"Trend"
"75",2001.16666666667,0.164631362601323,"Trend"
"76",2001.25,0.135882470299448,"Trend"
"77",2001.33333333333,0.107133577997571,"Trend"
"78",2001.41666666667,0.0783846856956938,"Trend"
"79",2001.5,0.0496357933938185,"Trend"
"80",2001.58333333333,0.0208869010919432,"Trend"
"81",2001.66666666667,-0.00786199120993381,"Trend"
"82",2001.75,-0.0260741742546529,"Trend"
"83",2001.83333333333,-0.0442863572993719,"Trend"
"84",2001.91666666667,-0.0624985403440892,"Trend"
"85",2002,-0.0807107233888082,"Trend"
"86",2002.08333333333,-0.0989229064335273,"Trend"
"87",2002.16666666667,-0.117135089478246,"Trend"
"88",2002.25,-0.135347272522965,"Trend"
"89",2002.33333333333,-0.153559455567683,"Trend"
"90",2002.41666666667,-0.171771638612402,"Trend"
"91",2002.5,-0.189983821657121,"Trend"
"92",2002.58333333333,-0.18325862965696,"Trend"
"93",2002.66666666667,-0.176533437656797,"Trend"
"94",2002.75,-0.169808245656636,"Trend"
"95",2002.83333333333,-0.163083053656475,"Trend"
"96",2002.91666666667,-0.156357861656312,"Trend"
"97",2003,-0.149632669656151,"Trend"
"98",2003.08333333333,-0.14290747765599,"Trend"
"99",2003.16666666667,-0.136182285655829,"Trend"
"100",2003.25,-0.129457093655667,"Trend"
"101",2003.33333333333,-0.122731901655506,"Trend"
"102",2003.41666666667,-0.109048654109543,"Trend"
"103",2003.5,-0.0953654065635803,"Trend"
"104",2003.58333333333,-0.0816821590176176,"Trend"
"105",2003.66666666667,-0.0679989114716548,"Trend"
"106",2003.75,-0.0543156639256903,"Trend"
"107",2003.83333333333,-0.0406324163797276,"Trend"
"108",2003.91666666667,-0.0269491688337649,"Trend"
"109",2004,-0.0132659212878021,"Trend"
"110",2004.08333333333,0.0004173262581606,"Trend"
"111",2004.16666666667,0.0141005738041233,"Trend"
"112",2004.25,0.0224005873243538,"Trend"
"113",2004.33333333333,0.030700600844586,"Trend"
