"","y","x","cat"
"1",-0.0776334974367694,1990,"Jan"
"2",0.0785224633127657,1990.08333333333,"Feb"
"3",0.170036037459054,1990.16666666667,"Mar"
"4",0.162520912732928,1990.25,"Apr"
"5",0.06922142081765,1990.33333333333,"May"
"6",-0.0158659762876105,1990.41666666667,"Jun"
"7",-0.0397170260949913,1990.5,"Jul"
"8",-0.0293078291806057,1990.58333333333,"Aug"
"9",-0.0243657162760327,1990.66666666667,"Sep"
"10",-0.0202487109971227,1990.75,"Oct"
"11",-0.0234458438888519,1990.83333333333,"Nov"
"12",-0.0773762288692681,1990.91666666667,"Dec"
"13",-0.0296664751926378,1991,"Jan"
"14",0.013492924555738,1991.08333333333,"Feb"
"15",0.0358371871486583,1991.16666666667,"Mar"
"16",0.0369165323982094,1991.25,"Apr"
"17",0.0202917112406421,1991.33333333333,"May"
"18",0.000437603444481672,1991.41666666667,"Jun"
"19",-0.0030819615997388,1991.5,"Jul"
"20",0.00489773272206901,1991.58333333333,"Aug"
"21",0.011081039629844,1991.66666666667,"Sep"
"22",0.016440105875753,1991.75,"Oct"
"23",0.0284278413971907,1991.83333333333,"Nov"
"24",0.0270963247055078,1991.91666666667,"Dec"
"25",0.0203913567139971,1992,"Jan"
"26",-0.0496672544567843,1992.08333333333,"Feb"
"27",-0.09671375333523,1992.16666666667,"Mar"
"28",-0.0872541020153638,1992.25,"Apr"
"29",-0.0274184163205819,1992.33333333333,"May"
"30",0.0177807113407197,1992.41666666667,"Jun"
"31",0.0344125772080215,1992.5,"Jul"
"32",0.0399281862660723,1992.58333333333,"Aug"
"33",0.0473181045058701,1992.66666666667,"Sep"
"34",0.0539939700491788,1992.75,"Oct"
"35",0.081241312314184,1992.83333333333,"Nov"
"36",0.132665749035308,1992.91666666667,"Dec"
"37",0.0684103083907095,1993,"Jan"
"38",-0.114637363824988,1993.08333333333,"Feb"
"39",-0.228066052159491,1993.16666666667,"Mar"
"40",-0.208072970856514,1993.25,"Apr"
"41",-0.0738344072473757,1993.33333333333,"May"
"42",0.0350636808646805,1993.41666666667,"Jun"
"43",0.071699990264799,1993.5,"Jul"
"44",0.0741003230966499,1993.58333333333,"Aug"
"45",0.0822429450128273,1993.66666666667,"Sep"
"46",0.09008383871987,1993.75,"Oct"
"47",0.128409899115352,1993.83333333333,"Nov"
"48",0.228076907150331,1993.91666666667,"Dec"
"49",0.118301725265607,1994,"Jan"
"50",-0.178360282964446,1994.08333333333,"Feb"
"51",-0.358796435724446,1994.16666666667,"Mar"
"52",-0.329258416880904,1994.25,"Apr"
"53",-0.121605467799955,1994.33333333333,"May"
"54",0.0497358241855444,1994.41666666667,"Jun"
"55",0.105120820541168,1994.5,"Jul"
"56",0.103069694568487,1994.58333333333,"Aug"
"57",0.110628837582711,1994.66666666667,"Sep"
"58",0.118452021421866,1994.75,"Oct"
"59",0.166674061916203,1994.83333333333,"Nov"
"60",0.313801582569763,1994.91666666667,"Dec"
"61",0.173752091409822,1995,"Jan"
"62",-0.222746673400192,1995.08333333333,"Feb"
"63",-0.454594198947926,1995.16666666667,"Mar"
"64",-0.401893908719326,1995.25,"Apr"
"65",-0.145444461346058,1995.33333333333,"May"
"66",0.0590259429016048,1995.41666666667,"Jun"
"67",0.125714313825866,1995.5,"Jul"
"68",0.120964620422527,1995.58333333333,"Aug"
"69",0.128249057231708,1995.66666666667,"Sep"
"70",0.137260944380698,1995.75,"Oct"
"71",0.190319907429862,1995.83333333333,"Nov"
"72",0.374490994976173,1995.91666666667,"Dec"
"73",0.228969778669996,1996,"Jan"
"74",-0.267434900169234,1996.08333333333,"Feb"
"75",-0.550762955953956,1996.16666666667,"Mar"
"76",-0.475917555895485,1996.25,"Apr"
"77",-0.171688771785083,1996.33333333333,"May"
"78",0.0641540701921185,1996.41666666667,"Jun"
"79",0.140389141152391,1996.5,"Jul"
"80",0.130896631593208,1996.58333333333,"Aug"
"81",0.135862113472157,1996.66666666667,"Sep"
"82",0.14424335684981,1996.75,"Oct"
"83",0.200319895372627,1996.83333333333,"Nov"
"84",0.420389653126944,1996.91666666667,"Dec"
"85",0.275522663337291,1997,"Jan"
"86",-0.274070112510922,1997.08333333333,"Feb"
"87",-0.572101503577998,1997.16666666667,"Mar"
"88",-0.468937101116306,1997.25,"Apr"
"89",-0.165116602297978,1997.33333333333,"May"
"90",0.0537556639110211,1997.41666666667,"Jun"
"91",0.13208582676129,1997.5,"Jul"
"92",0.124042851533325,1997.58333333333,"Aug"
"93",0.128911788033217,1997.66666666667,"Sep"
"94",0.14011966379083,1997.75,"Oct"
"95",0.183460716372672,1997.83333333333,"Nov"
"96",0.410101869298459,1997.91666666667,"Dec"
"97",0.324108878113582,1998,"Jan"
"98",-0.278382165645741,1998.08333333333,"Feb"
"99",-0.590827062897297,1998.16666666667,"Mar"
"100",-0.460231181822478,1998.25,"Apr"
"101",-0.15770649208632,1998.33333333333,"May"
"102",0.0423580225805303,1998.41666666667,"Jun"
"103",0.120946101546849,1998.5,"Jul"
"104",0.112001659980064,1998.58333333333,"Aug"
"105",0.11442305043086,1998.66666666667,"Sep"
"106",0.126060826177527,1998.75,"Oct"
"107",0.154269660427486,1998.83333333333,"Nov"
"108",0.385435314781656,1998.91666666667,"Dec"
"109",0.344586648291807,1999,"Jan"
"110",-0.242632799674111,1999.08333333333,"Feb"
"111",-0.559778440369661,1999.16666666667,"Mar"
"112",-0.414004222612212,1999.25,"Apr"
"113",-0.113324452678867,1999.33333333333,"May"
"114",0.0350143595796124,1999.41666666667,"Jun"
"115",0.0960884453854939,1999.5,"Jul"
"116",0.0904409732215565,1999.58333333333,"Aug"
"117",0.0941907893590391,1999.66666666667,"Sep"
"118",0.107169027981881,1999.75,"Oct"
"119",0.125158688115706,1999.83333333333,"Nov"
"120",0.366901087284223,1999.91666666667,"Dec"
"121",0.357097234101138,2000,"Jan"
"122",-0.212168889601236,2000.08333333333,"Feb"
"123",-0.531333545270642,2000.16666666667,"Mar"
"124",-0.367150470546923,2000.25,"Apr"
"125",-0.0650851001327499,2000.33333333333,"May"
"126",0.0352359312673102,2000.41666666667,"Jun"
"127",0.0825039454627056,2000.5,"Jul"
"128",0.0841649350985429,2000.58333333333,"Aug"
"129",0.0932546693196403,2000.66666666667,"Sep"
"130",0.111556877813801,2000.75,"Oct"
"131",0.123310870826637,2000.83333333333,"Nov"
"132",0.378963713397669,2000.91666666667,"Dec"
"133",0.382343060616605,2001,"Jan"
"134",-0.24677279872374,2001.08333333333,"Feb"
"135",-0.591099032465339,2001.16666666667,"Mar"
