"","x","y","series"
"1",1995,-1.1792465733367,"Trend"
"2",1995.08333333333,-1.15587348527494,"Trend"
"3",1995.16666666667,-1.13250039721317,"Trend"
"4",1995.25,-1.10912730915141,"Trend"
"5",1995.33333333333,-1.08575422108965,"Trend"
"6",1995.41666666667,-1.06238113302788,"Trend"
"7",1995.5,-1.03900804496612,"Trend"
"8",1995.58333333333,-1.01563495690435,"Trend"
"9",1995.66666666667,-0.99226186884259,"Trend"
"10",1995.75,-0.968888780780825,"Trend"
"11",1995.83333333333,-0.945515692719061,"Trend"
"12",1995.91666666667,-0.922350277027823,"Trend"
"13",1996,-0.899184861336582,"Trend"
"14",1996.08333333333,-0.876019445645344,"Trend"
"15",1996.16666666667,-0.852854029954104,"Trend"
"16",1996.25,-0.829688614262865,"Trend"
"17",1996.33333333333,-0.806523198571627,"Trend"
"18",1996.41666666667,-0.783357782880387,"Trend"
"19",1996.5,-0.760192367189148,"Trend"
"20",1996.58333333333,-0.737026951497908,"Trend"
"21",1996.66666666667,-0.71386153580667,"Trend"
"22",1996.75,-0.693369684514185,"Trend"
"23",1996.83333333333,-0.672877833221701,"Trend"
"24",1996.91666666667,-0.652385981929216,"Trend"
"25",1997,-0.631894130636732,"Trend"
"26",1997.08333333333,-0.611402279344247,"Trend"
"27",1997.16666666667,-0.590910428051762,"Trend"
"28",1997.25,-0.570418576759279,"Trend"
"29",1997.33333333333,-0.549926725466793,"Trend"
"30",1997.41666666667,-0.52943487417431,"Trend"
"31",1997.5,-0.508943022881825,"Trend"
"32",1997.58333333333,-0.490847836952044,"Trend"
"33",1997.66666666667,-0.472752651022263,"Trend"
"34",1997.75,-0.454657465092485,"Trend"
"35",1997.83333333333,-0.436562279162704,"Trend"
"36",1997.91666666667,-0.418467093232923,"Trend"
"37",1998,-0.400371907303143,"Trend"
"38",1998.08333333333,-0.382276721373362,"Trend"
"39",1998.16666666667,-0.364181535443583,"Trend"
"40",1998.25,-0.346086349513802,"Trend"
"41",1998.33333333333,-0.327991163584022,"Trend"
"42",1998.41666666667,-0.307450221856987,"Trend"
"43",1998.5,-0.286909280129953,"Trend"
"44",1998.58333333333,-0.266368338402916,"Trend"
"45",1998.66666666667,-0.245827396675882,"Trend"
"46",1998.75,-0.225286454948847,"Trend"
"47",1998.83333333333,-0.204745513221813,"Trend"
"48",1998.91666666667,-0.184204571494778,"Trend"
"49",1999,-0.163663629767742,"Trend"
"50",1999.08333333333,-0.143122688040707,"Trend"
"51",1999.16666666667,-0.122581746313672,"Trend"
"52",1999.25,-0.109276983727256,"Trend"
"53",1999.33333333333,-0.0959722211408387,"Trend"
"54",1999.41666666667,-0.0826674585544218,"Trend"
"55",1999.5,-0.0693626959680049,"Trend"
"56",1999.58333333333,-0.0560579333815863,"Trend"
"57",1999.66666666667,-0.0427531707951694,"Trend"
"58",1999.75,-0.0294484082087525,"Trend"
"59",1999.83333333333,-0.0161436456223356,"Trend"
"60",1999.91666666667,-0.00283888303591873,"Trend"
"61",2000,0.0104658795504982,"Trend"
"62",2000.08333333333,0.00511353481037169,"Trend"
"63",2000.16666666667,-0.00023880992975478,"Trend"
"64",2000.25,-0.00559115466988303,"Trend"
"65",2000.33333333333,-0.0109434994100095,"Trend"
"66",2000.41666666667,-0.016295844150136,"Trend"
"67",2000.5,-0.0216481888902624,"Trend"
"68",2000.58333333333,-0.0270005336303889,"Trend"
"69",2000.66666666667,-0.0323528783705171,"Trend"
"70",2000.75,-0.0377052231106436,"Trend"
"71",2000.83333333333,-0.0430575678507701,"Trend"
"72",2000.91666666667,-0.0645526349625936,"Trend"
"73",2001,-0.086047702074417,"Trend"
"74",2001.08333333333,-0.107542769186241,"Trend"
"75",2001.16666666667,-0.129037836298064,"Trend"
"76",2001.25,-0.150532903409887,"Trend"
"77",2001.33333333333,-0.172027970521713,"Trend"
"78",2001.41666666667,-0.193523037633536,"Trend"
"79",2001.5,-0.21501810474536,"Trend"
"80",2001.58333333333,-0.236513171857183,"Trend"
"81",2001.66666666667,-0.258008238969007,"Trend"
"82",2001.75,-0.271008331382028,"Trend"
"83",2001.83333333333,-0.284008423795051,"Trend"
"84",2001.91666666667,-0.297008516208072,"Trend"
"85",2002,-0.310008608621093,"Trend"
"86",2002.08333333333,-0.323008701034114,"Trend"
"87",2002.16666666667,-0.336008793447137,"Trend"
"88",2002.25,-0.349008885860158,"Trend"
"89",2002.33333333333,-0.362008978273179,"Trend"
"90",2002.41666666667,-0.375009070686202,"Trend"
"91",2002.5,-0.388009163099223,"Trend"
"92",2002.58333333333,-0.380603597715096,"Trend"
"93",2002.66666666667,-0.373198032330967,"Trend"
"94",2002.75,-0.365792466946839,"Trend"
"95",2002.83333333333,-0.358386901562712,"Trend"
"96",2002.91666666667,-0.350981336178583,"Trend"
"97",2003,-0.343575770794455,"Trend"
"98",2003.08333333333,-0.336170205410328,"Trend"
"99",2003.16666666667,-0.328764640026201,"Trend"
"100",2003.25,-0.321359074642071,"Trend"
"101",2003.33333333333,-0.313953509257944,"Trend"
"102",2003.41666666667,-0.30139021598753,"Trend"
"103",2003.5,-0.288826922717115,"Trend"
"104",2003.58333333333,-0.276263629446701,"Trend"
"105",2003.66666666667,-0.263700336176287,"Trend"
"106",2003.75,-0.251137042905873,"Trend"
"107",2003.83333333333,-0.238573749635457,"Trend"
"108",2003.91666666667,-0.226010456365042,"Trend"
"109",2004,-0.213447163094628,"Trend"
"110",2004.08333333333,-0.200883869824214,"Trend"
"111",2004.16666666667,-0.188320576553799,"Trend"
"112",2004.25,-0.180706548487699,"Trend"
"113",2004.33333333333,-0.1730925204216,"Trend"
"114",2004.41666666667,-0.165478492355499,"Trend"
"115",2004.5,-0.1578644642894,"Trend"
"116",2004.58333333333,-0.150250436223299,"Trend"
"117",2004.66666666667,-0.142636408157198,"Trend"
"118",2004.75,-0.135022380091099,"Trend"
"119",2004.83333333333,-0.127408352024998,"Trend"
"120",2004.91666666667,-0.119794323958899,"Trend"
"121",2005,-0.112180295892799,"Trend"
"122",2005.08333333333,-0.102535229837367,"Trend"
"123",2005.16666666667,-0.0928901637819344,"Trend"
"124",2005.25,-0.0832450977265022,"Trend"
"125",2005.33333333333,-0.0736000316710701,"Trend"
"126",2005.41666666667,-0.063954965615638,"Trend"
"127",2005.5,-0.054309899560204,"Trend"
"128",2005.58333333333,-0.0446648335047719,"Trend"
"129",2005.66666666667,-0.0350197674493398,"Trend"
"130",2005.75,-0.0253747013939076,"Trend"
"131",2005.83333333333,-0.0157296353384755,"Trend"
"132",2005.91666666667,-0.00898343994604289,"Trend"
"133",2006,-0.0022372445536103,"Trend"
"134",2006.08333333333,0.0045089508388223,"Trend"
"135",2006.16666666667,0.0112551462312549,"Trend"
"136",2006.25,0.0180013416236857,"Trend"
"137",2006.33333333333,0.0247475370161183,"Trend"
"138",2006.41666666667,0.0314937324085509,"Trend"
"139",2006.5,0.0382399278009835,"Trend"
"140",2006.58333333333,0.0449861231934161,"Trend"
"141",2006.66666666667,0.0517323185858487,"Trend"
"142",2006.75,0.0468205783539091,"Trend"
"143",2006.83333333333,0.0419088381219694,"Trend"
"144",2006.91666666667,0.0369970978900316,"Trend"
"145",2007,0.032085357658092,"Trend"
"146",2007.08333333333,0.0271736174261523,"Trend"
"147",2007.16666666667,0.0222618771942127,"Trend"
"148",2007.25,0.0173501369622731,"Trend"
"149",2007.33333333333,0.0124383967303352,"Trend"
"150",2007.41666666667,0.00752665649839557,"Trend"
"151",2007.5,0.00261491626645594,"Trend"
"152",2007.58333333333,-0.00352720185834876,"Trend"
"153",2007.66666666667,-0.00966931998315523,"Trend"
"154",2007.75,-0.0158114381079599,"Trend"
"155",2007.83333333333,-0.0219535562327646,"Trend"
"156",2007.91666666667,-0.0280956743575711,"Trend"
"157",2008,-0.0342377924823758,"Trend"
"158",2008.08333333333,-0.0403799106071805,"Trend"
"159",2008.16666666667,-0.0465220287319852,"Trend"
"160",2008.25,-0.0526641468567917,"Trend"
"161",2008.33333333333,-0.0588062649815964,"Trend"
"162",2008.41666666667,-0.0561761790558997,"Trend"
"163",2008.5,-0.053546093130203,"Trend"
"164",2008.58333333333,-0.0509160072045081,"Trend"
"165",2008.66666666667,-0.0482859212788114,"Trend"
"166",2008.75,-0.0456558353531147,"Trend"
"167",2008.83333333333,-0.043025749427418,"Trend"
"168",2008.91666666667,-0.0403956635017213,"Trend"
"169",2009,-0.0377655775760264,"Trend"
"170",2009.08333333333,-0.0351354916503297,"Trend"
"171",2009.16666666667,-0.032505405724633,"Trend"
"172",2009.25,-0.0126934182314304,"Trend"
"173",2009.33333333333,0.00711856926177035,"Trend"
"174",2009.41666666667,0.0269305567549729,"Trend"
"175",2009.5,0.0467425442481755,"Trend"
"176",2009.58333333333,0.0665545317413763,"Trend"
"177",2009.66666666667,0.0863665192345788,"Trend"
"178",2009.75,0.106178506727781,"Trend"
"179",2009.83333333333,0.125990494220984,"Trend"
"180",2009.91666666667,0.145802481714185,"Trend"
"181",2010,0.165614469207387,"Trend"
