"","x","y","series"
"1",1990,-1.89477662742192,"Trend"
"2",1990.08333333333,-1.84841752358123,"Trend"
"3",1990.16666666667,-1.80205841974054,"Trend"
"4",1990.25,-1.75569931589985,"Trend"
"5",1990.33333333333,-1.70934021205916,"Trend"
"6",1990.41666666667,-1.66298110821846,"Trend"
"7",1990.5,-1.61662200437777,"Trend"
"8",1990.58333333333,-1.57026290053708,"Trend"
"9",1990.66666666667,-1.52390379669639,"Trend"
"10",1990.75,-1.4775446928557,"Trend"
"11",1990.83333333333,-1.43118558901501,"Trend"
"12",1990.91666666667,-1.38515945318933,"Trend"
"13",1991,-1.33913331736364,"Trend"
"14",1991.08333333333,-1.29310718153796,"Trend"
"15",1991.16666666667,-1.24708104571227,"Trend"
"16",1991.25,-1.20105490988659,"Trend"
"17",1991.33333333333,-1.15502877406091,"Trend"
"18",1991.41666666667,-1.10900263823522,"Trend"
"19",1991.5,-1.06297650240954,"Trend"
"20",1991.58333333333,-1.01695036658385,"Trend"
"21",1991.66666666667,-0.97092423075817,"Trend"
"22",1991.75,-0.929338738657776,"Trend"
"23",1991.83333333333,-0.887753246557384,"Trend"
"24",1991.91666666667,-0.846167754456992,"Trend"
"25",1992,-0.804582262356599,"Trend"
"26",1992.08333333333,-0.762996770256205,"Trend"
"27",1992.16666666667,-0.721411278155813,"Trend"
"28",1992.25,-0.679825786055421,"Trend"
"29",1992.33333333333,-0.638240293955027,"Trend"
"30",1992.41666666667,-0.596654801854633,"Trend"
"31",1992.5,-0.555069309754241,"Trend"
"32",1992.58333333333,-0.517455437129447,"Trend"
"33",1992.66666666667,-0.479841564504655,"Trend"
"34",1992.75,-0.442227691879861,"Trend"
"35",1992.83333333333,-0.404613819255067,"Trend"
"36",1992.91666666667,-0.366999946630273,"Trend"
"37",1993,-0.32938607400548,"Trend"
"38",1993.08333333333,-0.291772201380686,"Trend"
"39",1993.16666666667,-0.254158328755892,"Trend"
"40",1993.25,-0.2165444561311,"Trend"
"41",1993.33333333333,-0.178930583506306,"Trend"
"42",1993.41666666667,-0.140165378457736,"Trend"
"43",1993.5,-0.101400173409168,"Trend"
"44",1993.58333333333,-0.062634968360598,"Trend"
"45",1993.66666666667,-0.0238697633120299,"Trend"
"46",1993.75,0.0148954417365399,"Trend"
"47",1993.83333333333,0.0536606467851097,"Trend"
"48",1993.91666666667,0.0924258518336778,"Trend"
"49",1994,0.131191056882248,"Trend"
"50",1994.08333333333,0.169956261930816,"Trend"
"51",1994.16666666667,0.208721466979386,"Trend"
"52",1994.25,0.227158481101867,"Trend"
"53",1994.33333333333,0.245595495224347,"Trend"
"54",1994.41666666667,0.264032509346828,"Trend"
"55",1994.5,0.282469523469308,"Trend"
"56",1994.58333333333,0.300906537591789,"Trend"
"57",1994.66666666667,0.319343551714271,"Trend"
"58",1994.75,0.33778056583675,"Trend"
"59",1994.83333333333,0.356217579959232,"Trend"
"60",1994.91666666667,0.374654594081711,"Trend"
"61",1995,0.393091608204193,"Trend"
"62",1995.08333333333,0.382288242449802,"Trend"
"63",1995.16666666667,0.37148487669541,"Trend"
"64",1995.25,0.360681510941019,"Trend"
"65",1995.33333333333,0.349878145186628,"Trend"
"66",1995.41666666667,0.339074779432234,"Trend"
"67",1995.5,0.328271413677843,"Trend"
"68",1995.58333333333,0.317468047923452,"Trend"
"69",1995.66666666667,0.30666468216906,"Trend"
"70",1995.75,0.295861316414669,"Trend"
"71",1995.83333333333,0.285057950660278,"Trend"
"72",1995.91666666667,0.25537201161265,"Trend"
"73",1996,0.225686072565022,"Trend"
"74",1996.08333333333,0.196000133517394,"Trend"
"75",1996.16666666667,0.166314194469766,"Trend"
"76",1996.25,0.136628255422139,"Trend"
"77",1996.33333333333,0.106942316374509,"Trend"
"78",1996.41666666667,0.0772563773268811,"Trend"
"79",1996.5,0.0475704382792532,"Trend"
"80",1996.58333333333,0.0178844992316254,"Trend"
"81",1996.66666666667,-0.0118014398160025,"Trend"
"82",1996.75,-0.0303686102937171,"Trend"
"83",1996.83333333333,-0.0489357807714335,"Trend"
"84",1996.91666666667,-0.0675029512491481,"Trend"
"85",1997,-0.0860701217268645,"Trend"
"86",1997.08333333333,-0.104637292204579,"Trend"
"87",1997.16666666667,-0.123204462682294,"Trend"
"88",1997.25,-0.14177163316001,"Trend"
"89",1997.33333333333,-0.160338803637725,"Trend"
"90",1997.41666666667,-0.178905974115441,"Trend"
"91",1997.5,-0.197473144593156,"Trend"
"92",1997.58333333333,-0.190467538374181,"Trend"
"93",1997.66666666667,-0.183461932155204,"Trend"
"94",1997.75,-0.176456325936229,"Trend"
"95",1997.83333333333,-0.169450719717252,"Trend"
"96",1997.91666666667,-0.162445113498277,"Trend"
"97",1998,-0.155439507279302,"Trend"
"98",1998.08333333333,-0.148433901060326,"Trend"
"99",1998.16666666667,-0.141428294841351,"Trend"
"100",1998.25,-0.134422688622374,"Trend"
"101",1998.33333333333,-0.127417082403399,"Trend"
"102",1998.41666666667,-0.112990982645547,"Trend"
"103",1998.5,-0.098564882887695,"Trend"
"104",1998.58333333333,-0.084138783129843,"Trend"
"105",1998.66666666667,-0.069712683371991,"Trend"
"106",1998.75,-0.055286583614139,"Trend"
"107",1998.83333333333,-0.0408604838562869,"Trend"
"108",1998.91666666667,-0.0264343840984349,"Trend"
"109",1999,-0.0120082843405829,"Trend"
"110",1999.08333333333,0.00241781541726915,"Trend"
"111",1999.16666666667,0.0168439151751212,"Trend"
"112",1999.25,0.02565259729651,"Trend"
"113",1999.33333333333,0.0344612794179007,"Trend"
