"","x","y","series"
"1",1990,-0.0115657729412906,"Trend"
"2",1990.08333333333,-0.015061009314965,"Trend"
"3",1990.16666666667,-0.0185562456886395,"Trend"
"4",1990.25,-0.022051482062313,"Trend"
"5",1990.33333333333,-0.0255467184359874,"Trend"
"6",1990.41666666667,-0.0290419548096619,"Trend"
"7",1990.5,-0.0325371911833363,"Trend"
"8",1990.58333333333,-0.0360324275570107,"Trend"
"9",1990.66666666667,-0.0395276639306843,"Trend"
"10",1990.75,-0.0430229003043587,"Trend"
"11",1990.83333333333,-0.0465181366780332,"Trend"
"12",1990.91666666667,-0.0502751803687485,"Trend"
"13",1991,-0.0540322240594646,"Trend"
"14",1991.08333333333,-0.0577892677501799,"Trend"
"15",1991.16666666667,-0.0615463114408952,"Trend"
"16",1991.25,-0.0653033551316113,"Trend"
"17",1991.33333333333,-0.0690603988223266,"Trend"
"18",1991.41666666667,-0.0728174425130423,"Trend"
"19",1991.5,-0.0765744862037581,"Trend"
"20",1991.58333333333,-0.0803315298944733,"Trend"
"21",1991.66666666667,-0.0840885735851891,"Trend"
"22",1991.75,-0.0882423498932483,"Trend"
"23",1991.83333333333,-0.0923961262013075,"Trend"
"24",1991.91666666667,-0.0965499025093668,"Trend"
"25",1992,-0.100703678817426,"Trend"
"26",1992.08333333333,-0.104857455125485,"Trend"
"27",1992.16666666667,-0.109011231433545,"Trend"
"28",1992.25,-0.113165007741604,"Trend"
"29",1992.33333333333,-0.117318784049663,"Trend"
"30",1992.41666666667,-0.121472560357722,"Trend"
"31",1992.5,-0.125626336665781,"Trend"
"32",1992.58333333333,-0.130052182616496,"Trend"
"33",1992.66666666667,-0.134478028567211,"Trend"
"34",1992.75,-0.138903874517926,"Trend"
"35",1992.83333333333,-0.143329720468641,"Trend"
"36",1992.91666666667,-0.147755566419356,"Trend"
"37",1993,-0.152181412370071,"Trend"
"38",1993.08333333333,-0.156607258320785,"Trend"
"39",1993.16666666667,-0.1610331042715,"Trend"
"40",1993.25,-0.165458950222215,"Trend"
"41",1993.33333333333,-0.16988479617293,"Trend"
"42",1993.41666666667,-0.175916727460583,"Trend"
"43",1993.5,-0.181948658748237,"Trend"
"44",1993.58333333333,-0.18798059003589,"Trend"
"45",1993.66666666667,-0.194012521323544,"Trend"
"46",1993.75,-0.200044452611197,"Trend"
"47",1993.83333333333,-0.20607638389885,"Trend"
"48",1993.91666666667,-0.212108315186504,"Trend"
"49",1994,-0.218140246474158,"Trend"
"50",1994.08333333333,-0.224172177761811,"Trend"
"51",1994.16666666667,-0.230204109049464,"Trend"
"52",1994.25,-0.237745686651638,"Trend"
"53",1994.33333333333,-0.245287264253812,"Trend"
"54",1994.41666666667,-0.252828841855987,"Trend"
"55",1994.5,-0.260370419458161,"Trend"
"56",1994.58333333333,-0.267911997060335,"Trend"
"57",1994.66666666667,-0.275453574662509,"Trend"
"58",1994.75,-0.282995152264683,"Trend"
"59",1994.83333333333,-0.290536729866857,"Trend"
"60",1994.91666666667,-0.298078307469031,"Trend"
"61",1995,-0.305619885071205,"Trend"
"62",1995.08333333333,-0.308040927956859,"Trend"
"63",1995.16666666667,-0.310461970842511,"Trend"
"64",1995.25,-0.312883013728165,"Trend"
"65",1995.33333333333,-0.315304056613818,"Trend"
"66",1995.41666666667,-0.317725099499471,"Trend"
"67",1995.5,-0.320146142385124,"Trend"
