"","y","x","cat"
"1",-0.202401019774748,1990,"Jan"
"2",-0.945690345284728,1990.08333333333,"Feb"
"3",-1.24023387801101,1990.16666666667,"Mar"
"4",-0.988779543783755,1990.25,"Apr"
"5",-0.28662118079778,1990.33333333333,"May"
"6",-0.0570944719522502,1990.41666666667,"Jun"
"7",-0.0703858625724426,1990.5,"Jul"
"8",0.0685124202495735,1990.58333333333,"Aug"
"9",0.119841060033563,1990.66666666667,"Sep"
"10",0.424181568826417,1990.75,"Oct"
"11",2.42386304112611,1990.83333333333,"Nov"
"12",0.755581898359253,1990.91666666667,"Dec"
"13",-0.170380085080664,1991,"Jan"
"14",-0.95046940492416,1991.08333333333,"Feb"
"15",-1.25548412120347,1991.16666666667,"Mar"
"16",-1.02095761980497,1991.25,"Apr"
"17",-0.324887312839396,1991.33333333333,"May"
"18",-0.0429883495664532,1991.41666666667,"Jun"
"19",-0.01532691011618,1991.5,"Jul"
"20",0.090872758411767,1991.58333333333,"Aug"
"21",0.140762570905424,1991.66666666667,"Sep"
"22",0.426829327822853,1991.75,"Oct"
"23",2.25261267289983,1991.83333333333,"Nov"
"24",0.871264415782685,1991.91666666667,"Dec"
"25",-0.138592827747458,1992,"Jan"
"26",-0.955440603153264,1992.08333333333,"Feb"
"27",-1.27088496421441,1992.16666666667,"Mar"
"28",-1.05326719819096,1992.25,"Apr"
"29",-0.363265849792112,1992.33333333333,"May"
"30",-0.0290102266670514,1992.41666666667,"Jun"
"31",0.0395884482783909,1992.5,"Jul"
"32",0.113018601955591,1992.58333333333,"Aug"
"33",0.161398686602237,1992.66666666667,"Sep"
"34",0.429038518992066,1992.75,"Oct"
"35",2.08077056419414,1992.83333333333,"Nov"
"36",0.986118046304214,1992.91666666667,"Dec"
"37",-0.115883058706695,1993,"Jan"
"38",-0.960124523230545,1993.08333333333,"Feb"
"39",-1.28167293781927,1993.16666666667,"Mar"
"40",-1.07951368903806,1993.25,"Apr"
"41",-0.401545450421016,1993.33333333333,"May"
"42",-0.0210451868962225,1993.41666666667,"Jun"
"43",0.0926652224710638,1993.5,"Jul"
"44",0.134960808303304,1993.58333333333,"Aug"
"45",0.182067618343746,1993.66666666667,"Sep"
"46",0.432455362942531,1993.75,"Oct"
"47",1.92964632579355,1993.83333333333,"Nov"
"48",1.10086535946046,1993.91666666667,"Dec"
"49",-0.0962238913213931,1994,"Jan"
"50",-0.968275471705063,1994.08333333333,"Feb"
"51",-1.29634436656314,1994.16666666667,"Mar"
"52",-1.11061465021718,1994.25,"Apr"
"53",-0.44565053657496,1994.33333333333,"May"
"54",-0.0205067371522997,1994.41666666667,"Jun"
"55",0.136714302134964,1994.5,"Jul"
"56",0.145664876842341,1994.58333333333,"Aug"
"57",0.189287968996676,1994.66666666667,"Sep"
"58",0.419714632837971,1994.75,"Oct"
"59",1.75965552037148,1994.83333333333,"Nov"
"60",1.19390074886822,1994.91666666667,"Dec"
"61",-0.0765237838422533,1995,"Jan"
"62",-0.947636205924981,1995.08333333333,"Feb"
"63",-1.27434981191204,1995.16666666667,"Mar"
"64",-1.09021344856177,1995.25,"Apr"
"65",-0.45762102920296,1995.33333333333,"May"
"66",-0.02747157347619,1995.41666666667,"Jun"
"67",0.155702144239107,1995.5,"Jul"
"68",0.151785980383042,1995.58333333333,"Aug"
"69",0.188343901380433,1995.66666666667,"Sep"
"70",0.403791607357589,1995.75,"Oct"
"71",1.69333003702519,1995.83333333333,"Nov"
"72",1.29599548378847,1995.91666666667,"Dec"
"73",-0.0785440144744365,1996,"Jan"
"74",-0.946118449754043,1996.08333333333,"Feb"
"75",-1.26887793836791,1996.16666666667,"Mar"
"76",-1.08429952277062,1996.25,"Apr"
"77",-0.482043392452534,1996.33333333333,"May"
"78",-0.0456289877620986,1996.41666666667,"Jun"
"79",0.164756701040786,1996.5,"Jul"
"80",0.148512782119744,1996.58333333333,"Aug"
"81",0.178544515458656,1996.66666666667,"Sep"
"82",0.378882700592952,1996.75,"Oct"
"83",1.61788810941593,1996.83333333333,"Nov"
"84",1.3883337522018,1996.91666666667,"Dec"
"85",-0.101988008177612,1997,"Jan"
"86",-0.928691913715835,1997.08333333333,"Feb"
"87",-1.22391405801416,1997.16666666667,"Mar"
"88",-1.02966092181877,1997.25,"Apr"
"89",-0.47008639857623,1997.33333333333,"May"
"90",-0.0832079076844342,1997.41666666667,"Jun"
"91",0.120049056501601,1997.5,"Jul"
"92",0.114505663286988,1997.58333333333,"Aug"
"93",0.140138212984014,1997.66666666667,"Sep"
"94",0.32372279330478,1997.75,"Oct"
"95",1.68598466546656,1997.83333333333,"Nov"
"96",1.47958621824717,1997.91666666667,"Dec"
"97",-0.135546688103068,1998,"Jan"
"98",-0.920481580512782,1998.08333333333,"Feb"
"99",-1.18726789710844,1998.16666666667,"Mar"
"100",-0.982655598330232,1998.25,"Apr"
"101",-0.465078240178535,1998.33333333333,"May"
"102",-0.127460882618716,1998.41666666667,"Jun"
"103",0.0689421374171306,1998.5,"Jul"
"104",0.0740384411852739,1998.58333333333,"Aug"
"105",0.0952109785167404,1998.66666666667,"Sep"
"106",0.261853348078521,1998.75,"Oct"
"107",1.74718307763365,1998.83333333333,"Nov"
"108",1.56379480157005,1998.91666666667,"Dec"
"109",-0.129819082288181,1999,"Jan"
"110",-0.905337961627413,1999.08333333333,"Feb"
"111",-1.1882253153597,1999.16666666667,"Mar"
"112",-0.963047980626088,1999.25,"Apr"
"113",-0.421257491031542,1999.33333333333,"May"
